x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.012110640581284015,6.96145941327878*u**3*u_x - 5.28416431421152*u_x + 2.90764534674568*u_xx
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
9,0.003624023859730412,-0.941140188245243*u**3 - 1.56267235754685*u**2*u_x + 1.77409059800721*u**2 - 0.830953360141747*u + 6.07791198670153*u_xx
10,0.0035154367997201202,-0.846542617213304*u**3 + 1.62588647896088*u**2 - 0.777646768289411*u*u_x + 11.0921784641787*u*u_xx - 0.775056714828685*u - 0.00151582262461155
11,0.0034089841012128375,-0.829376780508297*u**3 + 1.63312149675409*u**2 + 8.40365717278547*u*u_xx - 0.80019641501669*u + 8598.45267123175*u_x**2*u_xx - 0.00126308712643412
13,0.0033883555554933774,-3.08620435606384*u**3*u_x - 0.913477233776535*u**3 + 1.73168411280352*u**2 - 11.0549844747418*u*u_xx - 0.813734633194142*u + 391.071810407383*u_x*u_xx - 0.00129297820601893
14,0.0033772031337527177,-0.856025907807539*u**3 + 1.66078919314458*u**2 - 24.5520448393016*u*u_x**2 + 0.273157122989896*u*u_x + 6.29908058871307*u*u_xx - 0.801386955161187*u + 5.36826213545183*u_xx - 0.00208395845188634
15,0.0033056708221908602,-0.213094670494784*u**4 - 0.425539458224555*u**3 - 1.18524695588364*u**2*u_x + 1.37753924491324*u**2 + 18052.5036632844*u*u_x**2*u_xx - 0.736447462884697*u - 0.0020530682633137
16,0.003284487839834947,-0.849930221236941*u**3 - 0.624623724648468*u**2*u_x + 1.64167735078262*u**2 + 58.3022748021363*u*u_x*u_xx - 0.788812568971358*u - 5.83861450817189*u_x**2 + 304.218044370205*u_x*u_xx - 0.00166272641688562
17,0.003047199102417036,-0.345720327764612*u**4 + 153.135506784028*u**3*u_xx + 1.0091961636491*u**2 + 1398.3902156009*u*u_x*u_xx - 133.990927108698*u*u_xx - 0.65830133767167*u + 964.64905140368*u_x*u_xx - 1.40861162843487*u_xx - 0.00272980944881883
19,0.0028991117577260865,-0.308019879822752*u**4 - 0.334334327974231*u**3*u_x + 233.394415235456*u**2*u_xx + 0.914170946577088*u**2 + 1.54948244995583*u*u_x - 216.907967789519*u*u_xx - 0.600978558190356*u + 1762.86970764234*u_x*u_xx - 1.06189474876652*u_x - 0.00244275241207168
22,0.0028819270476423586,-0.112838076519842*u**4 - 0.34057074423114*u**3 + 12970.0633025723*u**2*u_x*u_xx + 1.08312528245959*u**2 - 12183.0939982595*u*u_x*u_xx + 4.28531306445235*u*u_x - 0.628295432417132*u + 53252.9783623568*u_x**2*u_xx + 1394.87368574023*u_x*u_xx - 2.41701984067051*u_x
24,0.0025650022103704357,0.13190000333685*u**4 + 391.964380810002*u**2*u_xx + 5222.02429634244*u*u_x**2*u_xx - 1070.41086720746*u*u_x**2 + 30.6759613949516*u*u_x - 419.864259728033*u*u_xx - 0.131365020552697*u - 15202.0687246888*u_x**2*u_xx + 573.812700303735*u_x**2 - 18.5159903679609*u_x + 90.6604574227181*u_xx
26,0.0024712404825161425,-0.207731578442604*u**4 + 0.433705162278304*u**3 - 135.490013317994*u**2*u_x**2 + 352.919224831014*u**2*u_xx - 775.32961643448*u*u_x**2 - 586.1085527762*u*u_x*u_xx + 24.5853652308107*u*u_x - 357.418576983487*u*u_xx - 0.226779090442548*u + 441.419705476869*u_x**2 - 14.365261063176*u_x + 69.7211308921254*u_xx
30,0.0021537115611938796,-1.84223452183164*u**4 + 245.528390627091*u**3*u_xx + 3.71071280410987*u**3 - 618.754759848075*u**2*u_x**2 - 43.603061060831*u**2*u_x - 1.96038558643482*u**2 + 65.3499413869414*u*u_x - 333.759707865517*u*u_xx + 0.0930704017582224*u - 26061.9228077355*u_x**2*u_xx + 146.567533300098*u_x**2 + 1858.08238622261*u_x*u_xx - 21.8269737724059*u_x + 98.2342771271357*u_xx
