x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.004193049651376942,-0.365149458465565*u**4 + 1.05388646669642*u**2 - 0.688158646957545*u
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
7,0.003439442490436293,-0.8616789096817*u**3 + 1.68479453985802*u**2 - 0.818870491382493*u + 9.09129246430489*u_xx - 0.00231633990351021
8,0.0033985582098895865,-0.86082276493346*u**3 + 1.64338283506603*u**2 - 0.778860630292952*u - 0.458217845298993*u_x + 9.39087849695297*u_xx - 0.0023122014143418
9,0.003393570901292131,-0.85682843733552*u**3 + 1.65916356797319*u**2 - 0.798485602307314*u - 9.11616657423979*u_x**2 + 9.01774363359938*u_xx - 0.0025992675095429
10,0.003270327236622146,-0.816147417145486*u**3 + 1.59918454563412*u**2 - 0.78030239438415*u - 9.20666960112327*u_x**2 + 371.598971544121*u_x*u_xx - 0.00185359123428009
11,0.003262930820576278,-0.822717073471674*u**3 + 1.59053094792587*u**2 + 1.64415864586489*u*u_xx - 0.765134552846134*u + 355.51219573324*u_x*u_xx - 0.412539267949059*u_x - 0.00149012114906344
13,0.0030254739274805653,-0.362986861748675*u**4 + 212.100507335742*u**2*u_xx + 1.0373851427947*u**2 - 190.946718459944*u*u_xx - 0.669260741916553*u + 1436.39305208792*u_x*u_xx - 0.00277728110878103
14,0.0029809476370860036,-0.654189670659391*u**3 + 222.769954701513*u**2*u_xx + 1.3379891992625*u**2 - 214.069641445566*u*u_xx - 0.677276227981948*u + 1718.67892841673*u_x*u_xx - 0.553799078794816*u_x - 0.00211574288084542
16,0.00284681187388459,-0.32636461353758*u**4 + 245.771368087113*u**2*u_xx + 0.910930999530769*u**2 - 234.883218283547*u*u_xx - 0.579416798791071*u + 18.9165643951131*u_x**2 + 1831.73994800935*u_x*u_xx - 1.25348883240105*u_x - 0.00247923339706495
17,0.0028382278145832962,-0.357524602366593*u**4 + 13047.4675933202*u**2*u_x*u_xx + 1.00722262118171*u**2 - 11823.3262398022*u*u_x*u_xx - 0.645965151030492*u + 82476.0904642578*u_x**2*u_xx - 0.224725404075366*u_x - 0.00289246302024398
18,0.002663667578628214,234.647997575994*u**3*u_xx + 0.18199290187381*u**3 - 863.917644837533*u**2*u_x**2 + 27.9288854542511*u*u_x - 263.879399852641*u*u_xx - 0.181715579780182*u + 250.702477321816*u_x**2 - 16.3462068576655*u_x + 88.3301988414459*u_xx
19,0.002626487969741106,-0.0842770488518289*u**4 + 200.67027914617*u**3*u_xx + 0.421620035454156*u**2 - 669.760694954313*u*u_x**2 + 18.5280374979208*u*u_x - 190.607172195505*u*u_xx - 0.335809105522437*u + 364.471067438255*u_x**2 - 11.7934840205646*u_x + 50.2739178475255*u_xx
20,0.0025659468355380627,0.175522405452904*u**3 + 384.15722166246*u**2*u_xx - 919.008486339585*u*u_x**2 - 163.332623354841*u*u_x*u_xx + 27.3737664058165*u*u_x - 397.733370440337*u*u_xx - 0.174486144450924*u + 489.165680134886*u_x**2 - 16.2667754394427*u_x + 79.5156676617058*u_xx
21,0.0024995743390228017,244.583316374194*u**3*u_xx - 472.947404198374*u**2*u_x**2 + 0.261571757741731*u**2 - 381.092790921426*u*u_x**2 + 23.0956358072787*u*u_x - 255.407061463063*u*u_xx - 0.260397973144679*u + 341.461022887021*u_x**2 - 14.2394760445245*u_x + 70.2999131290169*u_xx
