x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.012110640581284015,6.96145941327878*u**3*u_x - 5.28416431421152*u_x + 2.90764534674568*u_xx
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
7,0.003439442490436293,-0.8616789096817*u**3 + 1.68479453985802*u**2 - 0.818870491382493*u + 9.09129246430489*u_xx - 0.00231633990351021
11,0.0033671485268218534,-0.852898036812733*u**3 + 669.664029997256*u**2*u_x*u_xx + 1.66330761508098*u**2 - 0.806954280297855*u + 5.05109717346556*u_xx - 0.00179104654321778
12,0.003343848919361508,-0.875941100396891*u**3 + 1.67534871967037*u**2 + 333.192737533406*u*u_x*u_xx - 0.627368774570716*u*u_x - 0.796141566589403*u + 4.46907184874872*u_xx - 0.00192318037498319
13,0.003314047775576042,-0.137378870410258*u**4 - 0.57775519249631*u**3 + 1.47316616733975*u**2 + 406.918266214127*u*u_x*u_xx - 0.755715842127343*u - 0.265211999081221*u_x + 4.93776704198185*u_xx - 0.00220129009252119
14,0.003235467223084418,-0.414516876846951*u**4 - 3.17093444984499*u**3*u_x + 1.09924623429971*u**2 + 2.64469619382929*u*u_x - 0.682849215381975*u + 413.533513343649*u_x*u_xx - 1.13602131697822*u_x - 0.0016064747941986
15,0.003212927243729107,-0.564496016706063*u**3 + 1.21359162861866*u**2 + 7.08245677172139*u*u_x - 0.646693341420068*u + 2149.81970038668*u_x**2*u_xx + 235.647646003365*u_x*u_xx - 3.70988201008123*u_x + 19.1864261402526*u_xx - 0.0015020096156893
16,0.003188252763348135,64.8769147350961*u**3*u_xx - 0.740476459129783*u**3 + 1.48943550928608*u**2 - 44.3153222934318*u*u_xx - 0.743231721883653*u + 23571.7258847149*u_x**2*u_xx - 9.76770100158075*u_x**2 - 0.00170773784512655
17,0.0029853547181066566,-0.556863440628132*u**3 + 2.53628705154389*u**2*u_x + 222.587903255374*u**2*u_xx + 1.20258785244775*u**2 - 204.196437157052*u*u_xx - 0.639905323609083*u + 1752.39991418828*u_x*u_xx - 1.01831932063563*u_x - 0.00204384598520966
19,0.002853592532797961,-0.26651681340199*u**4 - 0.116101550850414*u**3 + 233.066889814984*u**2*u_xx + 0.983650330708422*u**2 + 34.1752952374039*u*u_x**2 - 222.769948143164*u*u_xx - 0.595578393060466*u + 1860.78429059134*u_x*u_xx - 1.13621943664764*u_x - 0.00241859171757741
23,0.0026504366344486433,1.00323871756971*u**3*u_x + 205.812917093161*u**3*u_xx - 0.123221714830831*u**3 + 0.454627881188058*u**2 - 679.636978851287*u*u_x**2 + 18.6970207077648*u*u_x - 193.419482616348*u*u_xx - 0.329532505414933*u + 370.607268157378*u_x**2 - 12.0753151903362*u_x + 51.8065337493931*u_xx - 0.000175653138935573
24,0.0025650022103704357,0.13190000333685*u**4 + 391.964380810002*u**2*u_xx + 5222.02429634244*u*u_x**2*u_xx - 1070.41086720746*u*u_x**2 + 30.6759613949516*u*u_x - 419.864259728033*u*u_xx - 0.131365020552697*u - 15202.0687246888*u_x**2*u_xx + 573.812700303735*u_x**2 - 18.5159903679609*u_x + 90.6604574227181*u_xx
25,0.0025207022795837486,-2.52286366641398*u**4 + 156.101300097039*u**3*u_xx + 4.72054849132966*u**3 - 173.332198808977*u**2*u_x**2 - 63.3887089796114*u**2*u_x - 2.19563201980457*u**2 + 74.7073118359182*u*u_x - 260.751898174462*u*u_xx + 0.00179160122251784*u + 1269.98740107546*u_x*u_xx - 19.556125278132*u_x + 90.3004648753853*u_xx
26,0.0024712404825161425,-0.207731578442604*u**4 + 0.433705162278304*u**3 - 135.490013317994*u**2*u_x**2 + 352.919224831014*u**2*u_xx - 775.32961643448*u*u_x**2 - 586.1085527762*u*u_x*u_xx + 24.5853652308107*u*u_x - 357.418576983487*u*u_xx - 0.226779090442548*u + 441.419705476869*u_x**2 - 14.365261063176*u_x + 69.7211308921254*u_xx
29,0.002382717342989507,205.762188280274*u**3*u_xx + 0.168904149507785*u**3 + 4141.98904679322*u**2*u_x*u_xx + 42.5434189458475*u**2*u_xx - 993.078522911284*u*u_x**2 - 2525.60416213342*u*u_x*u_xx + 27.8702296311453*u*u_x - 268.378644304423*u*u_xx - 0.168884133763856*u + 533.9274668328*u_x**2 - 253.788617623184*u_x*u_xx - 16.8950528053577*u_x + 76.9890924384635*u_xx
30,0.0021537115611938796,-1.84223452183164*u**4 + 245.528390627091*u**3*u_xx + 3.71071280410987*u**3 - 618.754759848075*u**2*u_x**2 - 43.603061060831*u**2*u_x - 1.96038558643482*u**2 + 65.3499413869414*u*u_x - 333.759707865517*u*u_xx + 0.0930704017582224*u - 26061.9228077355*u_x**2*u_xx + 146.567533300098*u_x**2 + 1858.08238622261*u_x*u_xx - 21.8269737724059*u_x + 98.2342771271357*u_xx
37,0.0020366824683744115,-2.1384344531703*u**4 - 5.06222189221137*u**3*u_x + 2.34961862141183*u**3*u_xx + 4.5124812702234*u**3 - 42.7869544670557*u**2*u_x + 377.168595158161*u**2*u_xx - 2.63391490928747*u**2 - 27437.8797303621*u*u_x**2*u_xx - 1007.62868918944*u*u_x**2 + 513.029107056567*u*u_x*u_xx + 77.3110490468001*u*u_x - 479.673902965839*u*u_xx + 0.25981716759062*u + 474.604019652645*u_x**2 - 26.8860977208732*u_x + 127.607685855535*u_xx
