x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.004193049651376942,-0.365149458465565*u**4 + 1.05388646669642*u**2 - 0.688158646957545*u
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
7,0.003439442490436293,-0.8616789096817*u**3 + 1.68479453985802*u**2 - 0.818870491382493*u + 9.09129246430489*u_xx - 0.00231633990351021
8,0.0033985582098895865,-0.86082276493346*u**3 + 1.64338283506603*u**2 - 0.778860630292952*u - 0.458217845298993*u_x + 9.39087849695297*u_xx - 0.0023122014143418
9,0.003393570901292131,-0.85682843733552*u**3 + 1.65916356797319*u**2 - 0.798485602307314*u - 9.11616657423979*u_x**2 + 9.01774363359938*u_xx - 0.0025992675095429
10,0.003270327236622146,-0.816147417145486*u**3 + 1.59918454563412*u**2 - 0.78030239438415*u - 9.20666960112327*u_x**2 + 371.598971544121*u_x*u_xx - 0.00185359123428009
11,0.003262930820576278,-0.822717073471674*u**3 + 1.59053094792587*u**2 + 1.64415864586489*u*u_xx - 0.765134552846134*u + 355.51219573324*u_x*u_xx - 0.412539267949059*u_x - 0.00149012114906344
13,0.0032337167831628364,-0.786957692732824*u**3 + 82.177818506398*u**2*u_x**2 + 1.50792478221667*u**2 - 0.717849853794085*u + 618.463444622658*u_x*u_xx - 1.24094080952111*u_x - 0.00118408431192038
14,0.003214665490244676,-0.364253062434132*u**4 + 18.582420983687*u**3*u_xx + 1.02153351358679*u**2 + 2.67458200001852*u*u_x - 0.656074265419677*u + 475.849913390403*u_x*u_xx - 1.39733722640678*u_x - 0.00166419778125553
15,0.0030997884153827486,-0.108980683914413*u**4 - 0.488011474555832*u**3 + 212.288788405664*u**2*u_xx + 1.29044019346287*u**2 - 200.241633708689*u*u_xx - 0.690284568949367*u + 1600.46398445651*u_x*u_xx - 0.477570518698477*u_x
17,0.0029853547181066566,-0.556863440628132*u**3 + 2.53628705154389*u**2*u_x + 222.587903255374*u**2*u_xx + 1.20258785244775*u**2 - 204.196437157052*u*u_xx - 0.639905323609083*u + 1752.39991418828*u_x*u_xx - 1.01831932063563*u_x - 0.00204384598520966
19,0.002853592532797961,-0.26651681340199*u**4 - 0.116101550850414*u**3 + 233.066889814984*u**2*u_xx + 0.983650330708422*u**2 + 34.1752952374039*u*u_x**2 - 222.769948143164*u*u_xx - 0.595578393060466*u + 1860.78429059134*u_x*u_xx - 1.13621943664764*u_x - 0.00241859171757741
20,0.002624511464125797,0.131380745138792*u**4 + 388.69883667758*u**2*u_xx - 1081.09474665268*u*u_x**2 + 30.8897401305395*u*u_x - 415.230555093517*u*u_xx - 0.13072274409332*u + 578.930690771238*u_x**2 - 551.967467208758*u_x*u_xx - 18.6481217778131*u_x + 94.6680842792396*u_xx + 0.000149986496083012
22,0.0025581058398764837,-0.250015177546265*u**4 + 241.316799611011*u**3*u_xx + 0.489661957009197*u**3 - 696.130971884171*u**2*u_x**2 + 21.7350500262144*u*u_x - 250.327424556921*u*u_xx - 0.239633392049902*u + 205.175227716806*u_x**2 + 533.554284699017*u_x*u_xx - 12.9758469387253*u_x + 64.409044308051*u_xx
24,0.002469380384733445,-0.222813941238862*u**4 + 252.34666373633*u**3*u_xx + 0.448894534533469*u**3 - 509.331776497289*u**2*u_x**2 - 360.081076202326*u*u_x**2 + 23.4039923987933*u*u_x - 255.220640063537*u*u_xx - 0.225529486023922*u + 333.948502383513*u_x**2 - 13.9862799915334*u_x + 68.1105902354968*u_xx - 0.000719145239554042
