x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.012110640581284015,6.96145941327878*u**3*u_x - 5.28416431421152*u_x + 2.90764534674568*u_xx
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
7,0.003439442490436293,-0.8616789096817*u**3 + 1.68479453985802*u**2 - 0.818870491382493*u + 9.09129246430489*u_xx - 0.00231633990351021
8,0.0033985582098895865,-0.86082276493346*u**3 + 1.64338283506603*u**2 - 0.778860630292952*u - 0.458217845298993*u_x + 9.39087849695297*u_xx - 0.0023122014143418
9,0.003393570901292131,-0.85682843733552*u**3 + 1.65916356797319*u**2 - 0.798485602307314*u - 9.11616657423979*u_x**2 + 9.01774363359938*u_xx - 0.0025992675095429
10,0.0033765910359437653,-0.858592264284664*u**3 + 1.66002805356689*u**2 - 21.0747351170597*u*u_x**2 - 0.797965225793072*u + 7.58856521133851*u_xx - 0.00246321135981571
11,0.003262930820576278,-0.822717073471674*u**3 + 1.59053094792587*u**2 + 1.64415864586489*u*u_xx - 0.765134552846134*u + 355.51219573324*u_x*u_xx - 0.412539267949059*u_x - 0.00149012114906344
14,0.003214665490244676,-0.364253062434132*u**4 + 18.582420983687*u**3*u_xx + 1.02153351358679*u**2 + 2.67458200001852*u*u_x - 0.656074265419677*u + 475.849913390403*u_x*u_xx - 1.39733722640678*u_x - 0.00166419778125553
15,0.003212927243729107,-0.564496016706063*u**3 + 1.21359162861866*u**2 + 7.08245677172139*u*u_x - 0.646693341420068*u + 2149.81970038668*u_x**2*u_xx + 235.647646003365*u_x*u_xx - 3.70988201008123*u_x + 19.1864261402526*u_xx - 0.0015020096156893
16,0.003188252763348135,64.8769147350961*u**3*u_xx - 0.740476459129783*u**3 + 1.48943550928608*u**2 - 44.3153222934318*u*u_xx - 0.743231721883653*u + 23571.7258847149*u_x**2*u_xx - 9.76770100158075*u_x**2 - 0.00170773784512655
17,0.0029853547181066566,-0.556863440628132*u**3 + 2.53628705154389*u**2*u_x + 222.587903255374*u**2*u_xx + 1.20258785244775*u**2 - 204.196437157052*u*u_xx - 0.639905323609083*u + 1752.39991418828*u_x*u_xx - 1.01831932063563*u_x - 0.00204384598520966
19,0.002853592532797961,-0.26651681340199*u**4 - 0.116101550850414*u**3 + 233.066889814984*u**2*u_xx + 0.983650330708422*u**2 + 34.1752952374039*u*u_x**2 - 222.769948143164*u*u_xx - 0.595578393060466*u + 1860.78429059134*u_x*u_xx - 1.13621943664764*u_x - 0.00241859171757741
21,0.0028354627831847817,-0.274797311645383*u**4 + 10.8182180219265*u**3*u_xx - 0.104851093175032*u**3 + 225.589326705584*u**2*u_xx + 0.975965764321711*u**2 - 225.636864500646*u*u_xx - 0.590994606526445*u + 18.4709064156763*u_x**2 + 1809.00966235606*u_x*u_xx - 1.26775451610677*u_x - 0.00235010818306711
22,0.00272259587402063,0.452474553035346*u**3 - 4.8046248352325*u**2*u_x**2 + 454.705716016416*u**2*u_xx - 0.45135740414656*u**2 - 1054.17830114331*u*u_x**2 + 33.9576130800397*u*u_x - 478.795568324937*u*u_xx + 575.679912786233*u_x**2 - 20.4193503522356*u_x + 99.4056781008753*u_xx
