x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
5,0.004193049651376942,-0.365149458465565*u**4 + 1.05388646669642*u**2 - 0.688158646957545*u
6,0.003991115329200684,-0.435886895916974*u**4 + 1.17354240998702*u**2 - 0.739380451966192*u + 7.2367342658466*u_xx
7,0.003439442490436293,-0.8616789096817*u**3 + 1.68479453985802*u**2 - 0.818870491382493*u + 9.09129246430489*u_xx - 0.00231633990351021
8,0.0033985582098895865,-0.86082276493346*u**3 + 1.64338283506603*u**2 - 0.778860630292952*u - 0.458217845298993*u_x + 9.39087849695297*u_xx - 0.0023122014143418
9,0.003393570901292131,-0.85682843733552*u**3 + 1.65916356797319*u**2 - 0.798485602307314*u - 9.11616657423979*u_x**2 + 9.01774363359938*u_xx - 0.0025992675095429
10,0.003270327236622146,-0.816147417145486*u**3 + 1.59918454563412*u**2 - 0.78030239438415*u - 9.20666960112327*u_x**2 + 371.598971544121*u_x*u_xx - 0.00185359123428009
11,0.003262930820576278,-0.822717073471674*u**3 + 1.59053094792587*u**2 + 1.64415864586489*u*u_xx - 0.765134552846134*u + 355.51219573324*u_x*u_xx - 0.412539267949059*u_x - 0.00149012114906344
13,0.0032337167831628364,-0.786957692732824*u**3 + 82.177818506398*u**2*u_x**2 + 1.50792478221667*u**2 - 0.717849853794085*u + 618.463444622658*u_x*u_xx - 1.24094080952111*u_x - 0.00118408431192038
14,0.0031967984557951697,-0.382080492138007*u**4 + 223.610553539406*u**2*u_xx + 1.05728360050552*u**2 - 0.561086687360922*u*u_x - 204.381667176346*u*u_xx - 0.673565387566907*u + 1499.10190741832*u_x*u_xx
15,0.0030997884153827486,-0.108980683914413*u**4 - 0.488011474555832*u**3 + 212.288788405664*u**2*u_xx + 1.29044019346287*u**2 - 200.241633708689*u*u_xx - 0.690284568949367*u + 1600.46398445651*u_x*u_xx - 0.477570518698477*u_x
16,0.003042608838144789,-0.220680384718044*u**4 + 208.047554663436*u**2*u_xx + 0.774202655011689*u**2 + 6.85769861523171*u*u_x - 190.817306274906*u*u_xx - 0.551080178971506*u + 1640.22299635326*u_x*u_xx - 3.52860516565954*u_x + 11.7230567349907*u_xx
17,0.0028382278145832962,-0.357524602366593*u**4 + 13047.4675933202*u**2*u_x*u_xx + 1.00722262118171*u**2 - 11823.3262398022*u*u_x*u_xx - 0.645965151030492*u + 82476.0904642578*u_x**2*u_xx - 0.224725404075366*u_x - 0.00289246302024398
19,0.0026279343542356987,0.131102707510084*u**4 + 389.201891477919*u**2*u_xx - 1077.14095216366*u*u_x**2 + 30.7925699919631*u*u_x - 415.827039476617*u*u_xx - 0.130249610502249*u + 577.060579865941*u_x**2 - 539.782792723843*u_x*u_xx - 18.6047857732214*u_x + 94.5437937939247*u_xx
20,0.002624511464125797,0.131380745138792*u**4 + 388.69883667758*u**2*u_xx - 1081.09474665268*u*u_x**2 + 30.8897401305395*u*u_x - 415.230555093517*u*u_xx - 0.13072274409332*u + 578.930690771238*u_x**2 - 551.967467208758*u_x*u_xx - 18.6481217778131*u_x + 94.6680842792396*u_xx + 0.000149986496083012
22,0.0025581058398764837,-0.250015177546265*u**4 + 241.316799611011*u**3*u_xx + 0.489661957009197*u**3 - 696.130971884171*u**2*u_x**2 + 21.7350500262144*u*u_x - 250.327424556921*u*u_xx - 0.239633392049902*u + 205.175227716806*u_x**2 + 533.554284699017*u_x*u_xx - 12.9758469387253*u_x + 64.409044308051*u_xx
