x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.013528422690076859,-37.2965950489163*u*u_xx - 4.48355687708877*u_x
5,0.012559193424278902,0.373393574682385*u**2 - 0.338663251063054*u - 0.635367625089043*u_x - 0.011174244788679
7,0.009878110407019648,7.08391356950734*u**2*u_x + 139.721507918297*u_x**2 - 9.27355038926564*u_x + 0.000407324066042831
8,0.008500104214236325,27.6981198073336*u**2*u_x - 20.4047542262477*u*u_x + 209.834555704478*u_x**2 - 6.78677728145761*u_x
9,0.003414763389783513,-0.795157750981301*u**3 + 1.55480370672171*u**2 - 0.758285001706283*u + 12658.9265578233*u_x**2*u_xx - 0.423910103569995*u_x
11,0.003261376587431598,-0.836816517754464*u**3 + 1.60927384356167*u**2 - 0.769328044097668*u + 7123.83459333565*u_x**2*u_xx - 0.444678586681348*u_x + 5.25607171861728*u_xx - 0.00190234045869413
14,0.003246294566886967,-0.130437641718523*u**4 - 0.521779474638674*u**3 + 1.36130349127311*u**2 - 0.706689888704296*u + 12390.2968176455*u_x**2*u_xx + 8.24550906389291*u_x**2 - 0.732801247352598*u_x - 0.00161878103788991
16,0.0029210329852310053,-0.225913873933369*u**4 - 0.221972853141172*u**3 + 232.203946067364*u**2*u_xx + 1.09506439238028*u**2 - 218.018959751807*u*u_xx - 0.641546474175669*u + 1685.13101173889*u_x*u_xx - 0.449818217622474*u_x - 0.00265295362752971
17,0.0028639805082781157,-0.327994411217079*u**4 + 250.006444863581*u**2*u_xx + 0.884858233576441*u**2 - 246.289838577393*u*u_xx - 0.551580998136091*u + 33.7253261982588*u_x**2 + 1803.39525942291*u_x*u_xx - 1.97081216814919*u_x + 5.05704660496448*u_xx - 0.00262088579756066
18,0.0028632066048791625,-0.376109016583009*u**4 + 12359.0073450082*u**2*u_x*u_xx + 1.05607299655096*u**2 - 11228.5079506737*u*u_x*u_xx + 5.22700546556064*u*u_xx - 0.676320351814641*u + 76824.9187803118*u_x**2*u_xx - 0.00275813340852144
19,0.0028451443530260866,-0.327554887333719*u**4 + 245.359784539398*u**2*u_xx + 0.908529012354265*u**2 - 126.907145334561*u*u_x*u_xx - 233.625197460824*u*u_xx - 0.575803866807651*u + 20.5431098433776*u_x**2 + 1875.0714685201*u_x*u_xx - 1.35617165919756*u_x - 0.00244520517771496
20,0.002624511464125797,0.131380745138792*u**4 + 388.69883667758*u**2*u_xx - 1081.09474665268*u*u_x**2 + 30.8897401305395*u*u_x - 415.230555093517*u*u_xx - 0.13072274409332*u + 578.930690771238*u_x**2 - 551.967467208758*u_x*u_xx - 18.6481217778131*u_x + 94.6680842792396*u_xx + 0.000149986496083012
21,0.0025573899559016957,3.68061900303883*u**2*u_x + 358.725924724751*u**2*u_xx + 0.2692730089514*u**2 - 824.161820566338*u*u_x**2 + 19.0883439107393*u*u_x - 362.043739032226*u*u_xx - 0.268302574227998*u + 442.474141765517*u_x**2 - 12.9881526791864*u_x + 64.2027440999742*u_xx - 0.000817552140098961
22,0.0025461747051984877,230.875116375957*u**3*u_xx + 0.179751670933559*u**3 - 1073.00300555317*u**2*u_x**2 - 1460.9755763206*u*u_x*u_xx + 30.1701373895935*u*u_x - 249.464194399844*u*u_xx - 0.180208623627074*u + 288.452144440908*u_x**2 - 17.2347630082429*u_x + 90.534332334628*u_xx - 0.000129121262283649
