x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
3,0.013528422690076859,-37.2965950489163*u*u_xx - 4.48355687708877*u_x
5,0.012570533169429826,0.00694302231465506*u**4 - 33.4956683478198*u*u_xx - 4.51796827524722*u_x
7,0.01180497554188939,-0.00699660533916534*u**2 + 12.3893603168267*u*u_x + 1313.10766817026*u_x*u_xx - 9.83768869123962*u_x
8,0.008500104214236325,27.6981198073336*u**2*u_x - 20.4047542262477*u*u_x + 209.834555704478*u_x**2 - 6.78677728145761*u_x
9,0.003414763389783513,-0.795157750981301*u**3 + 1.55480370672171*u**2 - 0.758285001706283*u + 12658.9265578233*u_x**2*u_xx - 0.423910103569995*u_x
12,0.003266236995817288,5.01488343909271*u**3*u_xx - 0.828722196442185*u**3 + 1.6012671156081*u**2 - 0.769619367287643*u + 353.65012667038*u_x*u_xx - 0.380856754981723*u_x - 0.00142998990863785
16,0.0029210329852310053,-0.225913873933369*u**4 - 0.221972853141172*u**3 + 232.203946067364*u**2*u_xx + 1.09506439238028*u**2 - 218.018959751807*u*u_xx - 0.641546474175669*u + 1685.13101173889*u_x*u_xx - 0.449818217622474*u_x - 0.00265295362752971
17,0.0028639805082781157,-0.327994411217079*u**4 + 250.006444863581*u**2*u_xx + 0.884858233576441*u**2 - 246.289838577393*u*u_xx - 0.551580998136091*u + 33.7253261982588*u_x**2 + 1803.39525942291*u_x*u_xx - 1.97081216814919*u_x + 5.05704660496448*u_xx - 0.00262088579756066
18,0.0028632066048791625,-0.376109016583009*u**4 + 12359.0073450082*u**2*u_x*u_xx + 1.05607299655096*u**2 - 11228.5079506737*u*u_x*u_xx + 5.22700546556064*u*u_xx - 0.676320351814641*u + 76824.9187803118*u_x**2*u_xx - 0.00275813340852144
21,0.0025573899559016957,3.68061900303883*u**2*u_x + 358.725924724751*u**2*u_xx + 0.2692730089514*u**2 - 824.161820566338*u*u_x**2 + 19.0883439107393*u*u_x - 362.043739032226*u*u_xx - 0.268302574227998*u + 442.474141765517*u_x**2 - 12.9881526791864*u_x + 64.2027440999742*u_xx - 0.000817552140098961
23,0.002516207463999238,514.387779582822*u**3*u_xx + 0.171065683322503*u**3 - 1056.89092873055*u**2*u_x**2 - 372.034614816604*u**2*u_xx + 29.0047520569267*u*u_x - 152.703266001807*u*u_xx - 0.170461283833131*u + 297.089287044716*u_x**2 - 389.801884258266*u_x*u_xx - 17.2658428978346*u_x + 86.5382000341329*u_xx
24,0.002445508148666669,471.24643208403*u**3*u_xx - 956.626124605604*u**2*u_x**2 - 336.854324512292*u**2*u_xx + 0.256192408416014*u**2 + 24.3806111374208*u*u_x - 144.403410625372*u*u_xx - 0.255721478887462*u - 7714.80020676458*u_x**2*u_xx + 271.979288193703*u_x**2 - 14.9645501532524*u_x + 73.0176003773679*u_xx
28,0.00228773222971745,-1.34838611153891*u**4 - 22.1625432723094*u**3*u_x + 645.511877909499*u**3*u_xx + 2.73431065979935*u**3 - 1137.14855044083*u**2*u_x**2 - 698.888603072339*u**2*u_xx - 1.38532682380883*u**2 + 47.011440123818*u*u_x + 272.500455578044*u_x**2 - 1056.39225625708*u_x*u_xx - 21.255018388495*u_x + 100.148048842528*u_xx + 0.000722097803524039
30,0.0022747398665136603,135.570967508183*u**3*u_xx + 0.167516012855058*u**3 + 12761.2526383606*u**2*u_x*u_xx - 1110.48041001897*u*u_x**2 - 11317.7150294198*u*u_x*u_xx + 29.931448170613*u*u_x - 161.837492264559*u*u_xx - 0.169142998957931*u + 57474.1973384673*u_x**2*u_xx + 587.183547050189*u_x**2 - 1379.23035622052*u_x*u_xx - 17.8332769613966*u_x + 83.2399485465019*u_xx + 0.000384686366654989
