x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.013528422690076859,-37.2965950489163*u*u_xx - 4.48355687708877*u_x
5,0.012559193424278902,0.373393574682385*u**2 - 0.338663251063054*u - 0.635367625089043*u_x - 0.011174244788679
6,0.003636615368461635,-0.881850230978038*u**3 + 1.7209435185508*u**2 - 0.837484388824671*u + 8.89035230350701*u_xx
9,0.003414763389783513,-0.795157750981301*u**3 + 1.55480370672171*u**2 - 0.758285001706283*u + 12658.9265578233*u_x**2*u_xx - 0.423910103569995*u_x
11,0.003261376587431598,-0.836816517754464*u**3 + 1.60927384356167*u**2 - 0.769328044097668*u + 7123.83459333565*u_x**2*u_xx - 0.444678586681348*u_x + 5.25607171861728*u_xx - 0.00190234045869413
14,0.0031361470158030678,-0.360536003641189*u**4 + 137.75530442189*u**3*u_xx + 1.01166051273667*u**2 - 103.094362170227*u*u_xx - 0.648817889722503*u + 1501.92811923973*u_x*u_xx - 0.418552193959802*u_x - 9.52713006046104*u_xx
16,0.0029210329852310053,-0.225913873933369*u**4 - 0.221972853141172*u**3 + 232.203946067364*u**2*u_xx + 1.09506439238028*u**2 - 218.018959751807*u*u_xx - 0.641546474175669*u + 1685.13101173889*u_x*u_xx - 0.449818217622474*u_x - 0.00265295362752971
17,0.002837839777512624,-0.653678347062068*u**3 + 230.542101461821*u**2*u_xx + 1.26193493626579*u**2 - 239.457365619244*u*u_xx - 0.601712983000725*u + 39.9494375829973*u_x**2 + 1711.98607681991*u_x*u_xx - 2.44857710394273*u_x + 10.2789517078148*u_xx - 0.00212267146941048
19,0.002530806706584057,346.455882847792*u**2*u_xx + 0.263856601692769*u**2 - 837.696315874314*u*u_x**2 + 23.0862277885444*u*u_x - 362.161776739965*u*u_xx - 0.263081337128539*u + 449.210813834544*u_x**2 - 93.1431004230287*u_x*u_xx - 14.1274705527977*u_x + 70.6974768374041*u_xx
23,0.0022944427799570593,-1.34457427159877*u**4 - 21.1242360723453*u**3*u_x + 2.72022565573745*u**3 + 297.611462091466*u**2*u_xx - 1.3735023825084*u**2 - 861.587722435814*u*u_x**2 + 41.7291690111652*u*u_x - 363.369834575998*u*u_xx + 427.168680413156*u_x**2 - 18.8835588756798*u_x + 89.1293385566822*u_xx
26,0.002242358160678118,-1.2515020192282*u**4 - 19.4003586144503*u**3*u_x + 2.57517213196126*u**3 + 297.25119329268*u**2*u_xx - 1.32258174740031*u**2 - 1007.9644189914*u*u_x**2 + 43.011205516397*u*u_x - 358.828387594233*u*u_xx + 496.554511913909*u_x**2 - 529.542555459812*u_x*u_xx - 19.7196880418389*u_x + 95.5325223623344*u_xx - 8.29183970450201e-5
27,0.002038075733110339,-2.1667720455787*u**4 + 4.58877462898355*u**3 - 51.7872561391687*u**2*u_x + 384.100716205878*u**2*u_xx - 2.7040660609832*u**2 - 1027.31652850446*u*u_x**2 + 83.2133778791759*u*u_x - 489.827810867524*u*u_xx + 0.28075510690517*u + 491.413718528446*u_x**2 - 378.826645010178*u_x*u_xx - 28.4327028700923*u_x + 139.248786057193*u_xx + 0.000983802921070416
33,0.001944732472439488,-2.37900089533616*u**4 + 5.10141357883967*u**3 + 553.943701705102*u**2*u_x*u_xx - 57.2819294512949*u**2*u_x + 400.161616332496*u**2*u_xx - 3.08455384596824*u**2 - 31084.9782767216*u*u_x**2*u_xx - 1093.89344530052*u*u_x**2 + 91.2297662112597*u*u_x - 514.434875581358*u*u_xx + 0.359683680922267*u + 511.214035409596*u_x**2 - 30.570057692892*u_x + 143.822601275876*u_xx + 0.00162761259220099
38,0.0018783016813595638,-2.88741385559064*u**4 - 31.9198891539574*u**3*u_x + 235.080181785143*u**3*u_xx + 6.28124478722912*u**3 - 27.7718056012969*u**2*u_x - 3.97034761212618*u**2 + 49084.6558043696*u*u_x**2*u_xx - 1465.49516907672*u*u_x**2 - 609.357919283041*u*u_x*u_xx + 95.405159037727*u*u_x - 375.445221266799*u*u_xx + 0.575818809413846*u - 49975.9994980824*u_x**2*u_xx + 702.737232898959*u_x**2 - 36.408770708139*u_x + 159.836046573167*u_xx + 0.00290749369097477
42,0.0018068314825795875,-2.71155497878027*u**4 + 5.824441389669*u**3 + 377.876919937535*u**2*u_x**2 - 1021.89344963438*u**2*u_x*u_xx - 67.6750886803153*u**2*u_x + 444.631972524764*u**2*u_xx - 3.5940978734897*u**2 + 51201.7636469434*u*u_x**2*u_xx - 1479.22163091225*u*u_x**2 + 102.674111623239*u*u_x - 566.982637472855*u*u_xx + 0.479257509315908*u - 54045.7441620081*u_x**2*u_xx + 621.639780792952*u_x**2 + 1094.31151502253*u_x*u_xx - 34.1236713476787*u_x + 150.998625342105*u_xx + 0.00256809946487127
