x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
3,0.013528422690076859,-37.2965950489163*u*u_xx - 4.48355687708877*u_x
5,0.012559193424278902,0.373393574682385*u**2 - 0.338663251063054*u - 0.635367625089043*u_x - 0.011174244788679
7,0.01180497554188939,-0.00699660533916534*u**2 + 12.3893603168267*u*u_x + 1313.10766817026*u_x*u_xx - 9.83768869123962*u_x
8,0.008500104214236325,27.6981198073336*u**2*u_x - 20.4047542262477*u*u_x + 209.834555704478*u_x**2 - 6.78677728145761*u_x
9,0.003414763389783513,-0.795157750981301*u**3 + 1.55480370672171*u**2 - 0.758285001706283*u + 12658.9265578233*u_x**2*u_xx - 0.423910103569995*u_x
12,0.003266236995817288,5.01488343909271*u**3*u_xx - 0.828722196442185*u**3 + 1.6012671156081*u**2 - 0.769619367287643*u + 353.65012667038*u_x*u_xx - 0.380856754981723*u_x - 0.00142998990863785
15,0.0032623601769997254,-0.838363171710436*u**3 + 1.61204402763523*u**2 + 0.48362766255577*u*u_xx - 0.770432766917618*u + 9198.91820420436*u_x**2*u_xx - 89.6267357807884*u_x*u_xx - 0.436476588933765*u_x + 5.9301920764393*u_xx - 0.00192907540305629
16,0.0029210329852310053,-0.225913873933369*u**4 - 0.221972853141172*u**3 + 232.203946067364*u**2*u_xx + 1.09506439238028*u**2 - 218.018959751807*u*u_xx - 0.641546474175669*u + 1685.13101173889*u_x*u_xx - 0.449818217622474*u_x - 0.00265295362752971
17,0.0028639805082781157,-0.327994411217079*u**4 + 250.006444863581*u**2*u_xx + 0.884858233576441*u**2 - 246.289838577393*u*u_xx - 0.551580998136091*u + 33.7253261982588*u_x**2 + 1803.39525942291*u_x*u_xx - 1.97081216814919*u_x + 5.05704660496448*u_xx - 0.00262088579756066
18,0.0028632066048791625,-0.376109016583009*u**4 + 12359.0073450082*u**2*u_x*u_xx + 1.05607299655096*u**2 - 11228.5079506737*u*u_x*u_xx + 5.22700546556064*u*u_xx - 0.676320351814641*u + 76824.9187803118*u_x**2*u_xx - 0.00275813340852144
21,0.0025573899559016957,3.68061900303883*u**2*u_x + 358.725924724751*u**2*u_xx + 0.2692730089514*u**2 - 824.161820566338*u*u_x**2 + 19.0883439107393*u*u_x - 362.043739032226*u*u_xx - 0.268302574227998*u + 442.474141765517*u_x**2 - 12.9881526791864*u_x + 64.2027440999742*u_xx - 0.000817552140098961
22,0.0025461747051984877,230.875116375957*u**3*u_xx + 0.179751670933559*u**3 - 1073.00300555317*u**2*u_x**2 - 1460.9755763206*u*u_x*u_xx + 30.1701373895935*u*u_x - 249.464194399844*u*u_xx - 0.180208623627074*u + 288.452144440908*u_x**2 - 17.2347630082429*u_x + 90.534332334628*u_xx - 0.000129121262283649
23,0.0022944427799570593,-1.34457427159877*u**4 - 21.1242360723453*u**3*u_x + 2.72022565573745*u**3 + 297.611462091466*u**2*u_xx - 1.3735023825084*u**2 - 861.587722435814*u*u_x**2 + 41.7291690111652*u*u_x - 363.369834575998*u*u_xx + 427.168680413156*u_x**2 - 18.8835588756798*u_x + 89.1293385566822*u_xx
26,0.002242358160678118,-1.2515020192282*u**4 - 19.4003586144503*u**3*u_x + 2.57517213196126*u**3 + 297.25119329268*u**2*u_xx - 1.32258174740031*u**2 - 1007.9644189914*u*u_x**2 + 43.011205516397*u*u_x - 358.828387594233*u*u_xx + 496.554511913909*u_x**2 - 529.542555459812*u_x*u_xx - 19.7196880418389*u_x + 95.5325223623344*u_xx - 8.29183970450201e-5
31,0.002079764306412209,-1.30906240256407*u**4 + 241.562035797015*u**3*u_xx + 2.63647509592927*u**3 - 32.3558783718904*u**2*u_x - 1.32722329253091*u**2 + 36941.476375026*u*u_x**2*u_xx - 900.812986532207*u*u_x**2 + 57.1069877825243*u*u_x - 298.617604521458*u*u_xx - 24955.1233592499*u_x**2*u_xx + 455.260281437489*u_x**2 - 21.6268307327623*u_x + 99.2388107495299*u_xx + 0.000873279908735661
33,0.0020540954549945058,-1.97030697804948*u**4 + 265.919908799214*u**3*u_xx + 4.08585753331944*u**3 - 48.4383847376083*u**2*u_x - 2.32370067397658*u**2 + 44071.9170881528*u*u_x**2*u_xx - 890.687300829655*u*u_x**2 + 75.3418035353855*u*u_x - 353.994045624248*u*u_xx + 0.20962172040164*u - 37634.2387491232*u_x**2*u_xx + 444.538183330416*u_x**2 + 640.678798130403*u_x*u_xx - 26.2845253504577*u_x + 117.936414231675*u_xx
34,0.001968311836008306,-2.41336737710777*u**4 - 41.2241758765215*u**3*u_x + 5.16150968033378*u**3 + 15374.471377581*u**2*u_x*u_xx - 3.12287618457447*u**2 - 1501.26900333604*u*u_x**2 - 15187.4605364629*u*u_x*u_xx + 73.8752596235914*u*u_x - 133.693388734579*u*u_xx + 0.372337057689202*u + 70155.2817370907*u_x**2*u_xx + 709.430510751447*u_x**2 - 2122.86592912406*u_x*u_xx - 31.1146287102859*u_x + 139.904552182244*u_xx + 0.00203900545313132
41,0.0019606496751197757,-1.93779245001884*u**4 + 4.05665706134643*u**3 + 126.057274843751*u**2*u_x**2 + 5151.52537561243*u**2*u_x*u_xx - 44.876632721112*u**2*u_x + 312.274583827233*u**2*u_xx - 2.32735407405333*u**2 + 30884.1680594613*u*u_x**2*u_xx - 1093.75123389151*u*u_x**2 - 5792.24123541065*u*u_x*u_xx + 73.7947853799619*u*u_x - 398.570314393022*u*u_xx + 0.208125295471335*u + 502.985743938629*u_x**2 + 388.684351991076*u_x*u_xx - 25.9704897527366*u_x + 117.361379144944*u_xx
