x,y,data
0,0.02992072,0
1,0.016563563781120606,-4.04239366878262*u_x
2,0.014238618326240637,-4.05393432158216*u_x - 16.5231963792615*u_xx
3,0.012172218384462166,5.74763746260607*u*u_x - 6.80701132443493*u_x
4,0.010815002740953917,0.453777039310052*u**2 - 0.433386440551802*u - 16.1511386652119*u_xx
5,0.004277358051000788,-0.709504011589264*u**3 + 1.46998300566026*u**2 - 0.756692528760422*u
6,0.003636615368461635,-0.881850230978038*u**3 + 1.7209435185508*u**2 - 0.837484388824671*u + 8.89035230350701*u_xx
8,0.0035358543799432337,-0.825500459702827*u**3 + 1.6254909595073*u**2 + 747.547060622327*u*u_x*u_xx - 0.79847681100271*u
20,0.003321226861015678,-0.359639811213002*u**4 + 37.9932824372889*u**3*u_xx + 4.03616712908042*u**2*u_x + 1.04015322682466*u**2 - 24.0933157283814*u*u_x**2 - 1.01140724977955*u*u_x - 0.679360601858785*u + 489.883961153257*u_x*u_xx - 6.22931001240757*u_xx - 0.00225699316599894
27,0.003205968339278484,0.165356867453268*u**4 + 283.568485621345*u**3*u_xx - 0.891693108534705*u**3 + 2485.45373959542*u**2*u_x*u_xx + 4.26303792827005*u**2*u_x - 265.268191824936*u**2*u_xx + 1.42904834029256*u**2 - 12841.6232491868*u*u_x**2*u_xx - 0.699860132440382*u + 941.318761141187*u_x*u_xx - 1.33089549814034*u_x
28,0.0031794412223054612,-0.439365217096077*u**4 + 346.293415556175*u**3*u_xx + 4017.94093721958*u**2*u_x*u_xx - 6.60023593664125*u**2*u_x - 351.13205663542*u**2*u_xx + 1.15063740336096*u**2 - 54781.2676590226*u*u_x**2*u_xx + 2.32948907948356*u*u_x - 0.708773492422989*u + 36198.2261394354*u_x**2*u_xx - 4.78765157371984*u_xx
29,0.0030617966358849227,-0.316641897915931*u**4 + 0.107178052290802*u**3*u_x + 89.8022902011212*u**3*u_xx - 0.129537535601198*u**3 - 40.9152646260302*u**2*u_x**2 + 1.13605313133491*u**2 - 5408.65990560711*u*u_x**2*u_xx + 0.0516744980091149*u*u_x - 59.8678764155708*u*u_xx - 0.685412938881579*u + 25750.7553447132*u_x**2*u_xx - 0.00242916123100205
34,0.0024093861133868953,-0.0632461280369451*u**4 - 796.573707138908*u**2*u_x**2 + 14161.7198426488*u**2*u_x*u_xx + 8.82164172990542*u**2*u_x + 36.5160303212454*u**2*u_xx + 0.390459450873985*u**2 + 152747.019499301*u*u_x**2*u_xx - 20953.8716015978*u*u_x*u_xx + 13.891705817771*u*u_x - 0.329894481466724*u + 231.056115645695*u_x**2 + 2380.2495081073*u_x*u_xx - 11.4055192906323*u_x + 34.1020168869689*u_xx
